961	
	0.2647954248	0.2486869315	0.2847957289	0.2939936457	0.2864621616
	0.2707076862	0.2455989439	0.2035372304	0.1455825935	0.118244204
	0.1559826497	0.2649306341	0.3522383784	0.384329485	0.4010577189
	0.4212103158	0.4617447831	0.5410396573	0.6357642464	0.6741048261
	0.6472595391	0.6303925913	0.6726112895	0.6768457256	0.6489464432
	0.6454083631	0.6318950675	0.5870317173	0.585826632	0.5853734122
	0.5373117531	0.003130291077	0.1936591867	0.2426951236	0.2500169607
	0.2404951409	0.2254705086	0.2043690347	0.1722932566	0.1271256094
	0.09189293841	0.1021117737	0.1737254178	0.2830037703	0.322192152
	0.3408710152	0.3603882838	0.4017683707	0.5187637823	0.706401225
	0.7715141106	0.702041891	0.5841815063	0.5733893286	0.6273350636
	0.6257528969	0.6238655158	0.6291859146	0.611300772	0.6296354597
	0.6108156554	0.5760408058	0.0009551185363	0.0002365632839	0.002260080681
	0.002178748534	0.002269994387	0.002318224455	0.002354018193	0.002381585321
	0.002260209767	0.002685611563	0.002452092953	0.1349591106	0.3570004202
	0.3761065004	0.3835761449	0.3930009913	0.4018523322	0.4755254216
	0.6413474109	0.5310780013	0.2002253659	0.1400853855	0.1001047415
	0.08114118002	0.07532797961	0.0953779307	0.1607989126	0.372177429
	0.49458144	0.519007505	0.5286098978	0.470443836	0.002487640429
	0.002644414683	0.002048362453	0.002230718849	0.00227707822	0.002328907546
	0.002362619959	0.00237389996	0.002485457755	0.0004471332641	0.00044792614
	0.002615986072	0.003343487248	0.006177575799	0.3753214815	0.4298018968
	0.4244538588	0.5786548517	0.06419603577	0.05417239767	0.04900136596
	0.03282536654	0.02768084874	0.02043179894	0.01828799187	0.01991431988
	0.04106555832	0.2892722929	0.43778914	0.4853787711	0.4629599453
	0.3945778901	0.1430006244	0.1514484169	0.3892724682	0.4057379397
	0.4056555804	0.4082353641	0.4133578948	0.4136777236	0.3084574843
	0.002666045341	0.002942530075	0.002054507718	0.001177425839	0.001521109647
	0.003471459042	0.03221623884	0.3798055795	0.5989540346	0.02827051388
	0.04864702888	0.03567124382	0.03151423706	0.02557431431	0.01917720381
	0.01276932637	0.01115065533	0.02779441099	0.3153202122	0.4614306305
	0.4384835983	0.3653199365	0.147341546	0.1201510561	0.3328704479
	0.3919612298	0.4000777756	0.4030020514	0.406347476	0.4071921443
	0.3985000179	0.3963053	0.4154391089	0.4186600862	0.01911359595
	0.003536612242	0.001247635817	0.001499500677	0.003524554341	0.5914266543
	0.8720074471	0.1389796981	0.101306857	0.08173784975	0.0722668844
	0.06525029272	0.04179734155	0.01052634496	0.008361332679	0.04240043511
	0.4419522453	0.4211512972	0.3285778529	0.1991022287	0.1338476475
	0.2557807716	0.3741021798	0.4031409264	0.4136356912	0.4196634456
	0.4235568285	0.4232181165	0.4193717784	0.4228847853	0.4278785757
	0.4270232957	0.4319220019	0.4031823332	0.005488118112	0.00182745351
	0.001768633348	0.1745791787	0.9267762637	0.3406141838	0.1989897717
	0.2225994067	0.203637603	0.1990666885	0.07646042428	0.007866408741
	0.009951207076	0.4415514312	0.4427159319	0.3439434106	0.2879446788
	0.212472756	0.2756429313	0.3828186293	0.4211373313	0.4374277899
	0.4463161627	0.4514767253	0.4532153737	0.4519912877	0.4506488084
	0.4501894142	0.447799015	0.4456641744	0.447242893	0.4472042586
	0.3992495076	0.00227671968	0.002767297158	0.02543895364	0.9012929741
	0.5901919774	0.3369721695	0.3142100337	0.2664229353	0.1678935061
	0.008049704257	0.008620198653	0.4573135649	0.5211023605	0.4616786484
	0.4327174245	0.4073436841	0.4165829472	0.4572237116	0.4769469153
	0.4858911865	0.4903592287	0.4917803053	0.4906461624	0.4875465888
	0.4837137812	0.4797575165	0.4752621568	0.470729958	0.4669504078
	0.4630848591	0.4590189762	0.4524376915	0.004405828317	0.006471060144
	0.01296743288	0.8592918548	0.7224042071	0.5147362322	0.3652259755
